file,source_label,comparison_agency
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/94e829c5-031b-5970-8aa4-baa65496afb7.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/39f901da-ee38-5ac1-9c16-11733cfba2bd.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/4a296c50-b411-5e93-986d-79b10cd24d04.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/10edc0bb-00d7-5bbe-bf3b-cb1b20643bc7.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3e17bffe-3ff9-546d-b71f-0a6d2ab75051.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/70987817-68d5-511d-8303-2390584460b8.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/23880712-9a34-568c-9aee-2c011376f0e5.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d1886f9f-1a7d-5dbf-827f-ee5bb299a1a7.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/1d284c2f-fd32-5fbc-b423-b081421105b6.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d68dbef0-11cc-5fa3-8138-7a11c04f0ffa.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/7026a4d2-8823-5a6f-ab0c-8f4af4a1e123.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3a5a3f4-54bc-5e01-b208-a74f0705e1b6.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9deb42b9-fbc1-57b8-8a15-a3fb0bcae79c.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/fc71eecb-b964-5c7b-b9bf-78e02dfcc322.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/990f0cae-78d5-5e03-93c4-fe56747b4fe8.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/81b39aeb-6589-556b-a054-a5e7faeaeeaa.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/8cd91255-26a1-5a22-ac94-741839855bb1.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b192a2fd-8006-5c8b-bc6c-daeadd20df08.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/8211a11b-a0b3-5eb4-a0c2-3b119ca218a1.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b2814a88-c195-5156-b3fb-c197532e2687.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a43e8d3e-4d2f-5da1-84e4-8ec6fde7ea1b.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f8ae63a4-641c-5b3d-b698-9d7b7a331657.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d5e3a37a-ceff-5280-a1de-01acaba54b57.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/7b6fb4fd-23bd-5a63-ac1c-2d9f2b428ab2.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a04dff62-ba04-5daa-964f-82d2b759cf97.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/883a70a4-e0df-52cb-bb61-1abea503ae69.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e204a5f1-fd16-5639-96cd-07f9346c4a96.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/9ee37b41-fae7-5f3d-be1c-5f4b49f12dda.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/651ee634-8ed2-5de3-9ccd-6b09f36c66a9.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/fb033892-4c48-5b6c-aae1-ff3eb7e07e22.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a0bd9fd5-3bd9-50d8-a22d-1a10e25feec1.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a9c64d4f-e7d0-5e85-a362-3389ee20fa0f.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ed6dc42b-aa74-5722-a03a-600ce57c21ab.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/706d5630-234f-5794-9868-1f6e7e6b7ee9.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/569e74de-afca-55f8-ab2a-ee0f6589d81a.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/08ba7198-de57-5052-8f00-a26fb569adb1.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/91c7d9fb-c869-5857-935a-23d81e6fadd6.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/46b2b27a-65f2-5d2e-98f6-ab7ac07ae029.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/10270a50-6dd3-554a-bc9b-ec5e61eefd76.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/49584e0b-dbb4-5dbc-b79c-ce77cd0805e0.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3b1e13b-0bc2-5f4a-8cef-23860fd5958f.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e5cd3261-c706-582a-96d5-77df40594d4d.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/cb090fbb-7a20-52c5-b604-10b8564b8600.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/e3b11d4d-c0ec-5397-bbab-2419a102066d.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/dcadbb8b-4c86-54a3-8a41-bd6a7ba30e60.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/447394a7-e742-5826-86a2-7a35333a0d51.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/a212adf8-7548-5670-a4ca-58d5cd57f187.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/bb189aca-009f-53d1-900e-e31e53caa93e.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3a8e0d1d-758d-5bbb-8ae7-729433d3edb5.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ee5b1516-8bc5-50b6-923e-c8ace536b167.json,human,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/912aab6d-8267-56db-a4c8-021751fa78e8.json,human,EPA
csv:epa_comments(Statt).csv:epa-comment-077,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-010,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-004,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-083,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-062,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-067,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-030,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-045,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-095,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-011,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-081,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-079,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-000,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-080,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-018,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-069,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-056,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-076,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-106,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-042,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-012,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-036,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-064,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-026,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-022,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-031,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-047,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-100,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-015,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-044,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-088,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-089,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-009,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-033,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-055,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-103,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-028,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-040,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-005,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-053,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-107,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-039,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-035,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-016,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-078,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-034,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-066,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-007,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-043,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-065,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-072,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-027,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-019,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-090,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-105,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-025,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-068,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-049,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-013,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-024,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-003,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-017,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-038,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-008,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-084,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-006,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-070,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-094,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-099,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-054,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-050,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-073,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-046,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-097,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-061,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-104,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-085,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-041,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-058,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-048,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-093,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-057,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-075,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-032,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-101,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-059,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-063,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-091,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-037,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-029,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-096,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-001,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-052,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-021,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-002,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-023,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-087,statt,EPA
csv:epa_comments(Statt).csv:epa-comment-098,statt,EPA
csv:epa_comment(Gemini).csv:row77,gemini,EPA
csv:epa_comment(Gemini).csv:row10,gemini,EPA
csv:epa_comment(Gemini).csv:row4,gemini,EPA
csv:epa_comment(Gemini).csv:row83,gemini,EPA
csv:epa_comment(Gemini).csv:row62,gemini,EPA
csv:epa_comment(Gemini).csv:row67,gemini,EPA
csv:epa_comment(Gemini).csv:row30,gemini,EPA
csv:epa_comment(Gemini).csv:row45,gemini,EPA
csv:epa_comment(Gemini).csv:row95,gemini,EPA
csv:epa_comment(Gemini).csv:row11,gemini,EPA
csv:epa_comment(Gemini).csv:row81,gemini,EPA
csv:epa_comment(Gemini).csv:row79,gemini,EPA
csv:epa_comment(Gemini).csv:row0,gemini,EPA
csv:epa_comment(Gemini).csv:row80,gemini,EPA
csv:epa_comment(Gemini).csv:row18,gemini,EPA
csv:epa_comment(Gemini).csv:row69,gemini,EPA
csv:epa_comment(Gemini).csv:row56,gemini,EPA
csv:epa_comment(Gemini).csv:row76,gemini,EPA
csv:epa_comment(Gemini).csv:row106,gemini,EPA
csv:epa_comment(Gemini).csv:row42,gemini,EPA
csv:epa_comment(Gemini).csv:row12,gemini,EPA
csv:epa_comment(Gemini).csv:row36,gemini,EPA
csv:epa_comment(Gemini).csv:row64,gemini,EPA
csv:epa_comment(Gemini).csv:row26,gemini,EPA
csv:epa_comment(Gemini).csv:row22,gemini,EPA
csv:epa_comment(Gemini).csv:row31,gemini,EPA
csv:epa_comment(Gemini).csv:row47,gemini,EPA
csv:epa_comment(Gemini).csv:row100,gemini,EPA
csv:epa_comment(Gemini).csv:row15,gemini,EPA
csv:epa_comment(Gemini).csv:row44,gemini,EPA
csv:epa_comment(Gemini).csv:row88,gemini,EPA
csv:epa_comment(Gemini).csv:row89,gemini,EPA
csv:epa_comment(Gemini).csv:row9,gemini,EPA
csv:epa_comment(Gemini).csv:row33,gemini,EPA
csv:epa_comment(Gemini).csv:row55,gemini,EPA
csv:epa_comment(Gemini).csv:row103,gemini,EPA
csv:epa_comment(Gemini).csv:row28,gemini,EPA
csv:epa_comment(Gemini).csv:row40,gemini,EPA
csv:epa_comment(Gemini).csv:row5,gemini,EPA
csv:epa_comment(Gemini).csv:row53,gemini,EPA
csv:epa_comment(Gemini).csv:row107,gemini,EPA
csv:epa_comment(Gemini).csv:row39,gemini,EPA
csv:epa_comment(Gemini).csv:row35,gemini,EPA
csv:epa_comment(Gemini).csv:row16,gemini,EPA
csv:epa_comment(Gemini).csv:row78,gemini,EPA
csv:epa_comment(Gemini).csv:row34,gemini,EPA
csv:epa_comment(Gemini).csv:row66,gemini,EPA
csv:epa_comment(Gemini).csv:row7,gemini,EPA
csv:epa_comment(Gemini).csv:row43,gemini,EPA
csv:epa_comment(Gemini).csv:row65,gemini,EPA
csv:epa_comment(Gemini).csv:row72,gemini,EPA
csv:epa_comment(Gemini).csv:row27,gemini,EPA
csv:epa_comment(Gemini).csv:row19,gemini,EPA
csv:epa_comment(Gemini).csv:row90,gemini,EPA
csv:epa_comment(Gemini).csv:row105,gemini,EPA
csv:epa_comment(Gemini).csv:row25,gemini,EPA
csv:epa_comment(Gemini).csv:row68,gemini,EPA
csv:epa_comment(Gemini).csv:row49,gemini,EPA
csv:epa_comment(Gemini).csv:row13,gemini,EPA
csv:epa_comment(Gemini).csv:row24,gemini,EPA
csv:epa_comment(Gemini).csv:row3,gemini,EPA
csv:epa_comment(Gemini).csv:row17,gemini,EPA
csv:epa_comment(Gemini).csv:row38,gemini,EPA
csv:epa_comment(Gemini).csv:row8,gemini,EPA
csv:epa_comment(Gemini).csv:row84,gemini,EPA
csv:epa_comment(Gemini).csv:row6,gemini,EPA
csv:epa_comment(Gemini).csv:row70,gemini,EPA
csv:epa_comment(Gemini).csv:row94,gemini,EPA
csv:epa_comment(Gemini).csv:row99,gemini,EPA
csv:epa_comment(Gemini).csv:row54,gemini,EPA
csv:epa_comment(Gemini).csv:row50,gemini,EPA
csv:epa_comment(Gemini).csv:row73,gemini,EPA
csv:epa_comment(Gemini).csv:row46,gemini,EPA
csv:epa_comment(Gemini).csv:row97,gemini,EPA
csv:epa_comment(Gemini).csv:row61,gemini,EPA
csv:epa_comment(Gemini).csv:row104,gemini,EPA
csv:epa_comment(Gemini).csv:row85,gemini,EPA
csv:epa_comment(Gemini).csv:row41,gemini,EPA
csv:epa_comment(Gemini).csv:row58,gemini,EPA
csv:epa_comment(Gemini).csv:row48,gemini,EPA
csv:epa_comment(Gemini).csv:row93,gemini,EPA
csv:epa_comment(Gemini).csv:row57,gemini,EPA
csv:epa_comment(Gemini).csv:row75,gemini,EPA
csv:epa_comment(Gemini).csv:row32,gemini,EPA
csv:epa_comment(Gemini).csv:row101,gemini,EPA
csv:epa_comment(Gemini).csv:row59,gemini,EPA
csv:epa_comment(Gemini).csv:row63,gemini,EPA
csv:epa_comment(Gemini).csv:row91,gemini,EPA
csv:epa_comment(Gemini).csv:row37,gemini,EPA
csv:epa_comment(Gemini).csv:row29,gemini,EPA
csv:epa_comment(Gemini).csv:row96,gemini,EPA
csv:epa_comment(Gemini).csv:row1,gemini,EPA
csv:epa_comment(Gemini).csv:row52,gemini,EPA
csv:epa_comment(Gemini).csv:row21,gemini,EPA
csv:epa_comment(Gemini).csv:row2,gemini,EPA
csv:epa_comment(Gemini).csv:row23,gemini,EPA
csv:epa_comment(Gemini).csv:row87,gemini,EPA
csv:epa_comment(Gemini).csv:row98,gemini,EPA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/da05cd8f-bc94-510f-9634-2dc5372f3a14.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/8340db8c-f076-5a72-9016-37f9c96c7a96.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/b590c5a1-a1d2-5976-9a2a-81a8735fe5f3.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/63f7bda1-3c95-5b48-a840-4b1151213781.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/63e94a30-a1c3-5ebb-b1ec-934e362e1eb4.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/5cbb501f-52f6-5717-9194-ab43b5c72d10.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3d3a1aa3-6f3f-5cfd-9f87-29af1e146a82.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d93860d9-e2c3-585d-b252-00b3492656f5.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/26d881e3-9e99-5451-9d99-5e908c758f8f.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/07115bd7-f24d-5dbd-b6af-19894817c3e5.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/3475a8a8-2e5a-576b-ac84-1b184393f39f.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/4ee611f7-5a1a-56da-8e55-3e3a035da843.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/c24892c0-d41f-528c-b316-ef13452331d9.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/567227d8-30a7-5d21-beea-37a19ad218d0.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/f082c711-8635-524b-ba28-8a327331fe76.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/18ff556e-4425-5b84-8c12-480616768d39.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/c972fa21-26dd-5d36-a1af-80ccea595c72.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/d326094c-83b1-5827-acfc-bc248eb43bb1.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/27c98e92-547a-5308-a720-0af46846a142.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/51eecdae-70fb-52bc-a7b7-03d05c73cd86.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/86f4c09e-90db-5197-98cd-eff6e7a263d7.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/ef427e77-072b-557b-8a06-bad49544fa2d.json,human,FDA
/Users/norazhan/Desktop/MDI/Statt/LLM-eval/comments/426f923e-3fc2-5124-9dbf-296dbb405ba6.json,human,FDA
