source,source_label,policy_id,display_name,comment_text
csv:mpl-zses-dh03.csv:row10,human,EPA-HQ-OW-2025-2929,Maryland Department of the Environment (MDE),Maryland Department of the Environment- Request for Time Extension
csv:mpl-zses-dh03.csv:row11,human,EPA-HQ-OW-2025-2929,Attorney General of Washington et al.,"Please find the attached request to extend the public comment period to at least 60-days. The undersigned Attorneys General of Washington, Colorado, Connecticut, Illinois, Maine, Maryland, Massachusetts, Michigan, New York, New Jersey, Oregon, Rhode Island, and Vermont (collectively, the States) respectfully request that the Environmental Protection Agency (EPA) provide a meaningful opportunity to comment on the proposed amendments to Water Quality Certification Regulations, Updating the Water Quality Certification Regulations, 91 Fed. Reg. 2008 (Jan. 15, 2026) (Proposed Rule or Proposal). Specifically, the States request that EPA extend the 30-day comment period by at least 30 days, for a total of at least 60 days from publication in the Federal Register, which is consistent with past proposed changes to rules related to Section 401 of the Clean Water Act. This extension of time will allow States to address this important and complex matter."
csv:mpl-zses-dh03.csv:row12,human,EPA-HQ-OW-2025-2929,Green Spiral Tours,"As an adventure teacher at large in the city of St. Louis, I know clean water to be not only a right but a source for well being. I strongly oppose the EPA's proposed CWA section 401 Rule, as it violates State's Rights, and the ability to protect clean water through local control. Our children, the animals, the birds and the fishes are beloved by all, and they deserve clean water. Currently, there is not a body of ""wild"" water that is safe for St. Louis children to touch or explore, and that is sad. ""We the People"" want clean water."
csv:mpl-zses-dh03.csv:row13,human,EPA-HQ-OW-2025-2929,Climate Justice Alliance,Climate Justice Alliance respectfully submits this comment letter requesting an extension of the comment period.
csv:mpl-zses-dh03.csv:row14,human,EPA-HQ-OW-2025-2929,Michigan Hydro Relicensing Coalition,See attached file(s)
csv:mpl-zses-dh03.csv:row15,human,EPA-HQ-OW-2025-2929,American Sustainable Business Network (ASBN),See Attached
csv:mpl-zses-dh03.csv:row16,human,EPA-HQ-OW-2025-2929,Coeur d'Alene Tribe,See attached file(s)
csv:mpl-zses-dh03.csv:row17,human,EPA-HQ-OW-2025-2929,Katia Westcott,See attached file. Please Advise.
csv:mpl-zses-dh03.csv:row18,human,EPA-HQ-OW-2025-2929,Environmental Law & Policy Center,See Attached
csv:mpl-zses-dh03.csv:row19,human,EPA-HQ-OW-2025-2929,Waterkeeper Alliance,See Attached
csv:mpl-zses-dh03.csv:row20,human,EPA-HQ-OW-2025-2929,"Upper Snake River Tribes (USRT) Foundation, Inc.",Upper Snake River Tribes Foundation Request for a 30 Day Extension of the Comment Period
csv:mpl-zses-dh03.csv:row21,human,EPA-HQ-OW-2025-2929,Rincon Band of Luiseño Indians,Please see attached correspondence from Chairman Stallings regarding the above referenced matter. Do not hesitate to contact me if you have any difficulties accessing the attachment. Thank you for your consideration of these comments
csv:mpl-zses-dh03.csv:row22,human,EPA-HQ-OW-2025-2929,National Tribal Water Council (NTWC),"On behalf of the National Tribal Water Council, please see attached letter."
csv:mpl-zses-dh03.csv:row23,human,EPA-HQ-OW-2025-2929,Serena Silva,"I am a groundwater geologist with professional experience evaluating surface water–groundwater interactions and stream and river habitats. I submit this comment to express concern that the proposed revisions to 40 CFR Part 121 would significantly weaken protection of waters of the United States by limiting Clean Water Act Section 401 certification to point-source discharges alone.

Streams and rivers are fragile, interconnected systems in which degradation frequently occurs through hydrologic alteration, physical habitat modification, wetland and floodplain disconnection, and cumulative impacts rather than through exceedances of discharge-based pollutant criteria. Restricting Section 401 certification to discharges would prevent states and tribes from addressing these dominant mechanisms of impairment and from ensuring compliance with water quality standards designed to protect aquatic life.

Please see the attached comment for a detailed technical discussion and recommendations to ensure that Section 401 certification remains an effective tool for protecting water quality standards and the chemical, physical, and biological integrity of waters of the United States."
csv:mpl-zses-dh03.csv:row24,human,EPA-HQ-OW-2025-2929,Environmental Protection Network (EPN),See attached file(s). Attached are a full copy of my oral comments from the Environmental Protection Network
csv:mpl-zses-dh03.csv:row25,human,EPA-HQ-OW-2025-2929,Santa Clara Pueblo,See attached file(s)
csv:mpl-zses-dh03.csv:row26,human,EPA-HQ-OW-2025-2929,Dawn King,Please see attached document
csv:mpl-zses-dh03.csv:row27,human,EPA-HQ-OW-2025-2929,Wisconsin Conservation Voters,See attached file(s)
csv:mpl-zses-dh03.csv:row28,human,EPA-HQ-OW-2025-2929,Ashley Burton,See attached file(s)
csv:mpl-zses-dh03.csv:row29,human,EPA-HQ-OW-2025-2929,Rebekah Mischler,See Attached
csv:mpl-zses-dh03.csv:row30,human,EPA-HQ-OW-2025-2929,Skokomish Indian Tribe,"February 6, 2026

Ms. Lauren Kasparek
Oceans, Wetlands, and Communities Division 
Office of Water (4504-T) 
Environmental Protection Agency 
1200 Pennsylvania Avenue NW 
Washington, DC 20460 

Attention: Docket ID No. EPA-HQ-OW-2025-2929, “Updated the Water Quality Certification Regulations” 

Re: Comment Deadline Extension Request 

Dear Ms. Kasparek,
The Skokomish Indian Tribe submits this letter to the U.S. Environmental Protection Agency (EPA) in response to the agencies’ request for written feedback on the proposal titled “Updating the Water Quality Certification Regulations,” published in the federal register on January 15, 2026. 

The federal register notice, unfortunately, identifies a very short comment period that does not adequately support tribal engagement or the required tribal consultation that are necessary procedural steps when considering this level of agency action. For this reason, The Skokomish Indian Tribe is formally requesting an extension of the current February 17, 2026 comment deadline.

Tribes have a substantial interest in the proposed rule and implementation and need more time to provide meaningful feedback. The federal government’s trustee obligations to protect treaty-reserved rights and resources, and the years-long dialogue about how to properly implement the Clean Water Act in a manner consistent with federal trust obligations, is symptomatic of the need to extend the comment period beyond the prescribed 30 days. We respectfully request a 90 day extension to the comment period.

Thank you for your attention to this matter."
csv:mpl-zses-dh03.csv:row31,human,EPA-HQ-OW-2025-2929,Anonymous public comment,"Docket ID No. EPA-HQ-OW-2025-2929
I am writing from a watershed (the Cape Fear River basin) that would be damaged by this rollback of common sense freedom from harm. Changing this part of the Clean Water Act betrays the idea of federal and state cooperation, which is foundational to America's system of government and the freedom it ensures.
This limits states' and Tribes' opportunities to flexibly and efficiently prioritize their specific needs to protect their water and protect their residents.
Weakening Section 401 defies the will of the majority of Americans who want clean water protections. Also, shortening project reviews fails to allow states and Tribes adequate time to thoroughly assess projects that may increase pollution, leading to expensive problems as a result. It is, in short, penny wise and pound foolish."
csv:mpl-zses-dh03.csv:row32,human,EPA-HQ-OW-2025-2929,Lac Vieux Desert Band of Lake Superior Chippewa Indians,Please find formal comments from the Lac Vieux Desert Band of Lake Superior Chippewa Indians attached to this submission.
csv:mpl-zses-dh03.csv:row33,human,EPA-HQ-OW-2025-2929,Marissa Neal,"My Name is Marissa Neal. I am submitting this comment as a concerned Texas resident who is passionate about promoting clean water and protecting our environment. I am concerned that the EPA’s proposed limitation on Clean Water Act Section 401 certification for point-source discharges into WOTUS, combined with stricter limits on the reasonable period for state review, would disproportionately harm environmental justice communities and weaken protections for wildlife and interconnected water systems. With Texas operating under a more limited pre-2015 WOTUS framework, many waters that support fish, birds, wetlands, and communities, such as small streams, flood-connected waterways, and groundwater systems, are already excluded from federal jurisdiction. Further narrowing the scope of waters that can be considered for discharge impacts under Section 401 risks allowing pollution to affect these connected systems without adequate review or accountability. 
Discharges from industrial facilities, ports, pipelines, and stormwater infrastructure often affect non-WOTUS waters before impacts even reach federally regulated waters, causing direct harm to habitats, wildlife, and communities. Limiting what states may consider and how much time they are given to review applications undermines Section 401’s role as an environmental justice safeguard. Having a constrained “reasonable period of time” can pressure certifying authorities to rush decisions or overlook cumulative and indirect impacts, shifting environmental and public health risks onto vulnerable ecosystems. EPA should retain sufficient flexibility in both scope and timing to allow states and tribes to fully assess water quality impacts reasonably related to licensed discharge, consistent with the Clean Water Act’s goal of protecting the chemical, physical, and biological integrity of the Nation’s waters. 

Sincerely, 
Marissa Neal"
csv:mpl-zses-dh03.csv:row34,human,EPA-HQ-OW-2025-2929,Avery Adams,See attached file(s)
csv:mpl-zses-dh03.csv:row35,human,EPA-HQ-OW-2025-2929,Emma Dively,"Please see the attached letter for my formal opposition to proposed rule EPA-HQ-OW-2025-2929-0001. The proposal would weaken Clean Water Act Section 401 protections, increase regulatory uncertainty, and undermine long-standing, science-based approaches to safeguarding water quality and public health. I urge the EPA to withdraw this rule."
csv:mpl-zses-dh03.csv:row36,human,EPA-HQ-OW-2025-2929,Alliance of Nurses for Healthy Environments (ANHE),"See attached file(s)
Please see the attached comments from the Alliance of Nurses for Healthy Environments (ANHE)."
csv:mpl-zses-dh03.csv:row37,human,EPA-HQ-OW-2025-2929,Sara Di Florio,See Attached
csv:mpl-zses-dh03.csv:row38,human,EPA-HQ-OW-2025-2929,Brenda Switzer,See attached file(s)
csv:mpl-zses-dh03.csv:row39,human,EPA-HQ-OW-2025-2929,Mille Lacs Band of Ojibwe,See attached file(s)
csv:mpl-zses-dh03.csv:row40,human,EPA-HQ-OW-2025-2929,Owamniyomni Okhodayapi,"Administrator Lee Zeldin and Lauren Kasparek
United States Environmental Protection Agency
Oceans, Wetlands, and Communities Division, Office of Water (4504-T)
1200 Pennsylvania Avenue NW, Washington, DC 20460
 
RE: Clean Water Act Section 401 Water Quality Certification Improvement Rule
 
Dear Administrator Zeldin,
I write on behalf of Owámniyomni Okhódayapi, a Dakota-led nonprofit based in Minneapolis, Minnesota, in response to the Environmental Protection Agency’s proposed revisions to the Clean Water Act Section 401 water quality certification regulations. We respectfully urge the EPA not to adopt the proposed rule, as it would undermine state and tribal authority to safeguard waters essential to our communities, cultures and public health.
Owámniyomni Okhódayapi is leading the cultural and environmental restoration of a five-acre site on the Mississippi Riverfront at Owámniyomni, a place of cultural, spiritual and ecological significance for the Dakota people – Native Americans whose ancestral homelands are what is now known as Minnesota. Once a thriving gathering place, Owámniyomni (or St. Anthony Falls) was severely damaged by decades of industrialization. The falls collapsed due to tunneling and other milling impacts, the water was polluted and critical habitat destroyed. We work collaboratively with the four Dakota Nations in Minnesota to amplify their voices and visions including to improve water quality and restore habitats central to our heritage. 
Central to Dakota values is the understanding that water is a living relative with inherent rights, deserving of care and protection. This responsibility compels us to oppose policies that make it easier to pollute or harder for communities to prevent harm.
The Clean Water Act has long served as the nation’s strongest framework for protecting rivers, streams, wetlands and drinking water sources. A pillar of that framework is Section 401, which affirms the authority of states and authorizes tribes to review federally permitted projects to ensure they do not impact local water quality. This authority reflects the Act’s recognition that states and tribes are best positioned to evaluate local conditions, cumulative impacts and community needs.
Diluting state and tribal authority under Section 401 puts water quality at risk for millions of people and disproportionately harms Native communities already burdened by the impacts of pollution by industrialization and commercialization.
We are also concerned that this proposal continues the current administration’s rollback of Clean Water Act protections, which was designed to fast-track projects and reduce costs for developers at the expense of water quality safeguards. The EPA has provided no evidence that Section 401 authority has been misused or that a regulatory overhaul is necessary. In other words, we believe the proposed rule fails to demonstrate a problem and instead would make it easier for industries to pollute waterways without proper accountability.
We urge the EPA to withdraw its proposed Section 401 rule to fully preserve state and tribal authority under the Clean Water Act and protect water as the living relative it is.

Sincerely,
Shelley Buck
President
Owámniyomni Okhódayapi"
csv:mpl-zses-dh03.csv:row41,human,EPA-HQ-OW-2025-2929,Rincon Band of Luiseño Indians,See attached file(s)
csv:mpl-zses-dh03.csv:row42,human,EPA-HQ-OW-2025-2929,Pennsylvania Department of Environmental Protection (PADEP),See attached file(s)
csv:mpl-zses-dh03.csv:row43,human,EPA-HQ-OW-2025-2929,Maggie Brindamour,See attached file(s)
csv:mpl-zses-dh03.csv:row44,human,EPA-HQ-OW-2025-2929,Stephen Mahfood,See attached file(s)
csv:mpl-zses-dh03.csv:row45,human,EPA-HQ-OW-2025-2929,Len Meier,See attached file(s)
csv:mpl-zses-dh03.csv:row46,human,EPA-HQ-OW-2025-2929,Nez Perce Tribe,"Attached are the Nez Perce Tribe's comments on the Proposed Rule Updating the Water Quality Certification Regulations, 91 Fed. Reg. 2008 (Jan. 15, 2026) Docket ID No. EPA–HQ–OW–2025–2929–0001."
csv:mpl-zses-dh03.csv:row47,human,EPA-HQ-OW-2025-2929,Drew Fernandez,See attached file(s)
csv:mpl-zses-dh03.csv:row48,human,EPA-HQ-OW-2025-2929,Anonymous public comment,See attached file(s)
csv:mpl-zses-dh03.csv:row49,human,EPA-HQ-OW-2025-2929,Molly Davis,See attached file(s)
csv:mpl-zses-dh03.csv:row50,human,EPA-HQ-OW-2025-2929,Danny Pack,See attached file(s)
csv:mpl-zses-dh03.csv:row51,human,EPA-HQ-OW-2025-2929,Murrium Mirza,Comment is attached.
csv:mpl-zses-dh03.csv:row52,human,EPA-HQ-OW-2025-2929,District of Columbia Department of Energy and Environment,Please see attached
csv:mpl-zses-dh03.csv:row53,human,EPA-HQ-OW-2025-2929,"City of Austin, TX",City of Austin - Comment Period Extension Request
csv:mpl-zses-dh03.csv:row54,human,EPA-HQ-OW-2025-2929,Clean Water Action and Clean Water Fund,See attached comment letter.
csv:mpl-zses-dh03.csv:row55,human,EPA-HQ-OW-2025-2929,The Confederated Tribes of the Grand Ronde Community of Oregon,Please find attached comments from the Confederated Tribes of the Grand Ronde Community of Oregon staff.
csv:mpl-zses-dh03.csv:row56,human,EPA-HQ-OW-2025-2929,Energy Equipment and Infrastructure Alliance et al.,"The attached comments are the recommendations of the co-signing trade associations and labor unions with respect to:

EPA’s Proposed Rule re
Updating the Water Quality Certification Regulations
(Docket ID: EPA-HQ-OW-2025-2929)

Thank you for the opportunity to submit our recommendations.

Sincerely, 

Toby Mack
President & CEO
Energy Equipment and Infrastructure Alliance"
csv:mpl-zses-dh03.csv:row57,human,EPA-HQ-OW-2025-2929,Anonymous public comment,See attached file(s)
csv:mpl-zses-dh03.csv:row58,human,EPA-HQ-OW-2025-2929,Sierra Club Florida Chapter,See attached file(s)
csv:mpl-zses-dh03.csv:row59,human,EPA-HQ-OW-2025-2929,Mario Loyola,"See comments of Mario Loyola, of Florida International University and the Heritage Foundation, attached."
csv:mpl-zses-dh03.csv:row60,human,EPA-HQ-OW-2025-2929,Rogue Riverkeeper,I urge the EPA to withdraw its proposed revisions to Section 401 of the Clean Water Act that would limit the ability of states and Tribal governments to protect water quality.
csv:mpl-zses-dh03.csv:row61,human,EPA-HQ-OW-2025-2929,Denise Trabbic-Pointer,Please see the attached comments.
csv:mpl-zses-dh03.csv:row62,human,EPA-HQ-OW-2025-2929,Wisconsin Department of Natural Resources,See attached file(s)
csv:mpl-zses-dh03.csv:row63,human,EPA-HQ-OW-2025-2929,Society for Conservation Biology North America (SCBNA),See attached file(s)
csv:mpl-zses-dh03.csv:row64,human,EPA-HQ-OW-2025-2929,Richard McGehee,"Please see the attached letter for my strong opposition to proposed rule EPA-HQ-OW-2025-2929. The proposed revisions would reduce state authority, narrow the scope of water quality review, and weaken environmental protections that Congress expressly granted to states under Clean Water Act (CWA) §401."
csv:mpl-zses-dh03.csv:row65,human,EPA-HQ-OW-2025-2929,Patricia Ragland,"Please see the attached letter for my strong opposition to proposed rule EPA-HQ-OW-2025-2929. The proposed revisions would reduce state authority, narrow the scope of water quality review, and weaken environmental protections that Congress expressly granted to states under Clean Water Act (CWA) §401."
csv:mpl-zses-dh03.csv:row66,human,EPA-HQ-OW-2025-2929,Christopher Lish,See attached file(s)
csv:mpl-zses-dh03.csv:row67,human,EPA-HQ-OW-2025-2929,National Tribal Water Council (NTWC) and National Tribal Caucus (NTC),"On behalf of the National Tribal Water Council and the National Tribal Caucus, I am submitting the attached letter."
csv:mpl-zses-dh03.csv:row68,human,EPA-HQ-OW-2025-2929,Georgia Department of Transportation (GDOT),Please see attached comment.
csv:mpl-zses-dh03.csv:row69,human,EPA-HQ-OW-2025-2929,Confederated Tribes of the Goshute Reservation (CTGR),See attached file(s)
csv:mpl-zses-dh03.csv:row70,human,EPA-HQ-OW-2025-2929,Sandy Lake Band of Mississippi Chippewa,See attachment- My comment is on Docket ID # EPA-HQ-OW-2025-2929.
csv:mpl-zses-dh03.csv:row71,human,EPA-HQ-OW-2025-2929,Northeast Ohio Regional Sewer District (NEORSD),Attached is a comment letter from the Northeast Ohio Regional Sewer District (NEORSD) regarding proposed updates to Section 401 Water Quality Certification (WQC) regulations under the Clean Water Act. See attached file.
csv:mpl-zses-dh03.csv:row72,human,EPA-HQ-OW-2025-2929,Valdi Weiderpass,I strongly oppose the proposed change to Section 401 of the Clean Water Act. I urge you to keep the existing rule in place as is. See my attached Word document for further explanation of reasons.
csv:mpl-zses-dh03.csv:row73,human,EPA-HQ-OW-2025-2929,National Association of Flood and Stormwater Management Agencies (NAFSMA),See attached file(s)
csv:mpl-zses-dh03.csv:row74,human,EPA-HQ-OW-2025-2929,National Tribal Water Council (NTWC) and National Tribal Caucus (NTC),See attached file(s)
csv:mpl-zses-dh03.csv:row75,human,EPA-HQ-OW-2025-2929,Anonymous public comment,Please see attachment. Thank you.
csv:mpl-zses-dh03.csv:row76,human,EPA-HQ-OW-2025-2929,Nevada Division of Environmental Protection (NDEP),Please find attached comments provided by Nevada Division of Environmental Protection (NDEP) regarding the U.S. Environmental Protection Agency’s Proposed Rule—Updating the Water Quality Certification Regulations [Docket ID: EPA–HQ–OW–2025–2929; FRL–6976.2–01–OW].
csv:mpl-zses-dh03.csv:row77,human,EPA-HQ-OW-2025-2929,Kevin Six,See attached file(s)
csv:mpl-zses-dh03.csv:row78,human,EPA-HQ-OW-2025-2929,Northwest Indian Fisheries Commission (NWIFC),"Good Afternoon, 

Attached is a letter to Lauren Kasparek, Oceans, Wetlands, and Communities Division, Office of Water (4504-T), U.S. Environmental Protection Agency, from Justin Parker, NWIFC Executive Director, regarding NWIFC Comments on EPA's Revised Clean Water Act Section 401 Regulations, Docket No. EPA-HQ-OW-2025-2929. 

Should you have any questions, please contact Cecilia Gobin, NWIFC Conservation Policy Analyst, at (360) 438-1180 ext. 353 or cgobin@nwifc.org. 

Thank you."
csv:mpl-zses-dh03.csv:row79,human,EPA-HQ-OW-2025-2929,Chugach Regional Resources Commission (CRRC),See attached file(s)
csv:mpl-zses-dh03.csv:row80,human,EPA-HQ-OW-2025-2929,Pacific Legal Foundation (PLF),"Pacific Legal Foundation (PLF) submits this comment in support of the proposed rule entitled “Updating the Water Quality Certification Regulations” (“Proposed Rule”), specifically the EPA’s proposal to remove the ‘project proponent’ definition from 40 C.F.R. § 121.1(h). Public policy supports removing the ‘project proponent’ definition, since it upsets the balance Congress created between environmental protection and efficiency by giving environmental groups multiple chances to delay projects. The text of the CWA also repeatedly supports removing the ‘project proponent’ definition and limiting section 401 certification to permits with defined applicants."
csv:mpl-zses-dh03.csv:row81,human,EPA-HQ-OW-2025-2929,E. Williams,"Lauren Kasparek
Oceans, Wetlands, and Communities Division
Office of Water (4504-T)
Environmental Protection Agency
1200 Pennsylvania Avenue NW, Washington, DC 20460

Attention: Docket ID No. EPA-HQ-OW-2025-2929, “Updated the Water Quality Certification Regulations”

Dear Ms. Kasparek,

The proposed updates to section 401 of the Clean Water Act would remove comprehensive water quality assurance to the overall project. Because the proposal focuses on the point source discharge and not the entire body of water, the health of smaller streams, wetlands, and headwaters are at risk. The proposed rule also limits state and tribal power to regulate federally-permitted projects despite the potential effect of the projects’ impacts on the bodies of water. 

Reverting to the 2020 update to Section 401 that limits state and tribal authority of conditions to certifications will likely degrade our nation’s water quality and ultimately the health of our environment and communities.The unusually short window for public comment should be extended by 90 days to give the necessary and appropriate stakeholders to weigh in on the issue. 

I strongly urge the EPA to extend the period for public comment and seriously consider denying the proposed rule. 

Best,
E Williams"
csv:mpl-zses-dh03.csv:row82,human,EPA-HQ-OW-2025-2929,David Odneal,"Re: Comments on Proposed Rule “Updating the Water Quality Certification Regulations” Submitted via email and to Docket ID No. EPA-HQ-OW-2025-2929 via regulations.gov and
OW-Docket@epa.gov

Dear Administrator Zeldin,

I live in an area dependent where clean, clear water is of extreme economic importance and vital to the quality of life. The three impounded lakes and numerous clear streams are critical to the Missouri Ozark region where I call home. Our own property has a spring fed Ozark stream that feeds in to Bull Shoals Lake. I therefore, on behalf of the National Wildlife Federation and affiliate partners from Missouri along with our millions of members and supporters, we write in opposition to the Environmental Protection Agency’s (EPA) proposal to again revise regulations related to Section 401 of the Clean Water Act (CWA or the Act), a tool used by states and Tribes to protect state and Tribal water resources from the impacts of federally permitted or licensed projects."
csv:mpl-zses-dh03.csv:row83,human,EPA-HQ-OW-2025-2929,Bansika Bhandari,I have submitted a file
csv:mpl-zses-dh03.csv:row84,human,EPA-HQ-OW-2025-2929,Greater Yellowstone Coalition (GYC),Please see the attached comment submitted on behalf of the Greater Yellowstone Coalition.
csv:mpl-zses-dh03.csv:row85,human,EPA-HQ-OW-2025-2929,Naisha Gaur,See attached file(s)
csv:mpl-zses-dh03.csv:row86,human,EPA-HQ-OW-2025-2929,Linda Graham,Clean Water Act revised
csv:mpl-zses-dh03.csv:row87,human,EPA-HQ-OW-2025-2929,Kelly Harrington,See attached file(s)
csv:mpl-zses-dh03.csv:row88,human,EPA-HQ-OW-2025-2929,Merced Irrigation District,See attached file(s)
csv:mpl-zses-dh03.csv:row89,human,EPA-HQ-OW-2025-2929,Colorado Trout Unlimited Inc.,See attached file(s)
csv:mpl-zses-dh03.csv:row90,human,EPA-HQ-OW-2025-2929,Choose Clean Water Coalition,See attached file(s)
csv:mpl-zses-dh03.csv:row91,human,EPA-HQ-OW-2025-2929,Waterspirit,See attached file(s)
csv:mpl-zses-dh03.csv:row92,human,EPA-HQ-OW-2025-2929,Water Environment Federation (WEF),See attached file(s)
csv:mpl-zses-dh03.csv:row93,human,EPA-HQ-OW-2025-2929,"U.S. Small Business Administration (SBA), Office of Advocacy","Please find attached the U.S. Small Business Administration Office of Advocacy's comments on Docket No. EPA-HQ-OW-2025-2929. If you have any questions regarding or problems with the attached document, please contact Assistant Chief Counsel Nick Goldstein at nick.goldstein@sba.gov or (202) 772-6948."
csv:mpl-zses-dh03.csv:row94,human,EPA-HQ-OW-2025-2929,Modesto Irrigation District  (MID) and Turlock Irrigation District (TID),Attached please find a comment letter submitted on behalf of the Modesto Irrigation District and the Turlock Irrigation District. Thank you for your consideration of these comments.
csv:mpl-zses-dh03.csv:row95,human,EPA-HQ-OW-2025-2929,Minnesota Pollution Control Agency (MPCA),Please see the attached comment letter from the Minnesota Pollution Control Agency.
csv:mpl-zses-dh03.csv:row96,human,EPA-HQ-OW-2025-2929,Surfrider Foundation,See attached.
csv:mpl-zses-dh03.csv:row97,human,EPA-HQ-OW-2025-2929,The National Association of Manufacturers (NAM),See attached file(s)
csv:mpl-zses-dh03.csv:row98,human,EPA-HQ-OW-2025-2929,Great Lakes Indian Fish and Wildlife Commission (GLIFWC),Please see attached comments from the Great Lakes Indian Fish and Wildlife Commission.
csv:mpl-zses-dh03.csv:row99,human,EPA-HQ-OW-2025-2929,Texas Pipeline Association (TPA),Attached please find comments from the Texas Pipeline Association re: Docket ID No. EPA-HQ-OW-2025-2929; Proposed revisions to Water Quality Certifiction Regulations under Clean Water Act Section 401. We appreciate the opportunity to comment. Please contact us if you have any questions. Thank you.
csv:mpl-zses-dh03.csv:row100,human,EPA-HQ-OW-2025-2929,New Mexico Environment Department (NMED),"Please find attached the New Mexico Environment Department's Comment Letter regarding the U.S. Environmental Protection Agency's proposed rule ""Updating the Water Quality Certification Regulations"" Docket ID No. EPA-HQ-OW-2025-2929."
csv:mpl-zses-dh03.csv:row101,human,EPA-HQ-OW-2025-2929,Little River Band of Ottawa Indians NRD (LRBOI),See attached file(s)
csv:mpl-zses-dh03.csv:row102,human,EPA-HQ-OW-2025-2929,"Nebraska Department of Water, Energy, and Environment (DWEE)","Please find the attached comment letter from the Nebraska Department of Water, Energy, and Environment."
csv:mpl-zses-dh03.csv:row103,human,EPA-HQ-OW-2025-2929,Idaho Department of Environmental Quality (IDEQ),"The Idaho Department of Environmental Quality (IDEQ) appreciates the opportunity to submit comments on the Environmental Protection Agency’s (EPA) proposed revisions to the Clean Water Act (CWA) Section 401 water quality certification rule (Docket ID No. EPA-HQ-OW-2025-2929) and the accompanying amendments to 40 CFR part 121. 
As Idaho’s certifying authority under CWA § 401 (except on tribal lands), IDEQ generally supports targeted revisions to the 2023 Rule that improve clarity, predictability, and administrative efficiency while preserving states’ and tribes’ ability to fully implement EPA-approved water quality standards (WQS). IDEQ has reviewed the proposed rule updates and offers the following comments and recommendations provided in the attached document."
